row_idx,goal,sol1,sol2,gold_label_idx,pred_text,pred_label_idx,correct
1025,فم,يمكن مشاهدة لقطات الفيديو.,يمكن تخصيص الصوت للتعليق على الفيديو.,1,"ب

الشرح:
الخيار",1,1
1739,نخب شرائح اللوز,وزعي شرائح اللوز بالتساوي على منشفة ورقية غير مدهونة. سوف يتم تحميص اللوز بالتساوي إذا كان هناك حد أدنى من التداخل بين المكسرات. استخدمي صينية خبز ذات حواف لمنع شرائح اللوز من الانسكاب على الحواف. أخبز في 350 لمدة خمس دقائق,قم بتوزيع شرائح اللوز بالتساوي عبر صينية خبز غير مدهونة. سيتم تحميص اللوز بالتساوي إذا كان هناك حد أدنى من التداخل بين المكسرات. استخدمي صينية خبز ذات حواف لمنع شرائح اللوز من الانسكاب على الحواف. أخبز في 350 لمدة خمس دقائق,1,"أ

الشرح:
الخ",0,0
137,كيفية ربط القلادة بالقلادة.,يعد استخدام خواتم الزفاف أبسط طريقة لربط القلادة. أدخل دبوس الرأس أو دبوس العين من خلال فتحة الخرزة أو المكون. اختر سلكًا مناسبًا للخرزة أو المكون الذي تريد تحويله إلى قلادة. أدخل درجة واحدة من الكفالة القرصية في فتحة الخرزة أو القلادة على جانب واحد.,يعد استخدام حلقات القفز أبسط طريقة لربط القلادة. أدخل دبوس الرأس أو دبوس العين من خلال فتحة الخرزة أو المكون. اختر سلكًا مناسبًا للخرزة أو المكون الذي تريد تحويله إلى قلادة. أدخل درجة واحدة من الكفالة القرصية في فتحة الخرزة أو القلادة على جانب واحد.,1,"ب

الشرح:
الخ",1,1
1337,لتزيين كيكة الليمون طبيعيا,أعلى ذلك مع العنب البري.,أعلى مع الرشات.,0,"أ

الشرح:
العن",0,1
29,طريقة عمل كوكيز الكراميل ورقائق الشوكولاتة وآيس كريم الفانيليا في المنزل.,في وعاء خلط متوسط، يُمزج 7 أكواب من البصل المكرمل المبرد، 2 14 أونصة. علبه حليب مكثف محلى 1 ملعقة صغيره خلاصة الفانيليا. فاز بالخلاط الكهربائي حتى تتشكل قمم ناعمة. يُضاف 1 1/2 كوب من كوكيز فتيات الكشافة برقائق الشوكولاتة بالكراميل (مقطعة إلى شرائح أو فتات مقاس 3/4 بوصة) ونصف كوب من رقائق الشوكولاتة. يُنقل الخليط إلى قالبي خبز مقاس 8 × 8 × 2 بوصة ويُجمد لمدة 8 ساعات تقريبًا حتى يصبح متماسكًا.,في وعاء خلط متوسط ​​الحجم، قم بخلط 7 أكواب من كريمة الخفق المبردة، 2 14 أونصة. علبه حليب مكثف محلى 1 ملعقة صغيره خلاصة الفانيليا. فاز بالخلاط الكهربائي حتى تتشكل قمم ناعمة. يُضاف 1 1/2 كوب من كوكيز فتيات الكشافة برقائق الشوكولاتة بالكراميل (مقطعة إلى شرائح أو فتات مقاس 3/4 بوصة) ونصف كوب من رقائق الشوكولاتة. يُنقل الخليط إلى قالبي خبز مقاس 8 × 8 × 2 بوصة ويُجمد لمدة 8 ساعات تقريبًا حتى يصبح متماسكًا.,1,"ب

الشرح:
الخ",1,1
1000,كيف تتناول الحبوب؟,ضع الحبة على لسانك وابتلعها مع الماء.,قم بإلقاء الحبة أسفل حلقك.,0,أ) ضع الحبة على,0,1
1010,"كيف تقول ""أنا أحبك"" باللغة السويدية؟","يمكنك أن تقول ""أنا أحبك"" والتي تبدو مثل ""Yell-skah-day"".","يمكنك نطق ""Jag alskar dig"" والذي يبدو مثل ""Yell-ski-day"".",0,"ب

الشرح:
الخيار",1,0
1057,ما الذي تحتاجه لتشكيل الماكرون؟,سوف تحتاج إلى كيس أنابيب مع أي حجم من الأطراف.,سوف تحتاجين إلى كيس أنابيب ذو طرف مستدير كبير.,1,"ب

الشرح:
لت",1,1
720,أضف اللمعان إلى الميكروويف.,تنظيف الداخل بزيت الليمون.,نظف الجزء الخارجي بزيت الليمون.,0,"ب

الشرح:
ال",1,0
134,كيف أنظف فرش السيارة,افرك المناطق المتسخة بصابون السيارة وسوف تظهر,افركي المناطق المتسخة بصابون الأطباق وسوف تظهر,0,"ب)

الشرح:",1,0
310,كيف تمزجين ظلال عيونك؟,ضعي شعيرات فرشاة المزج بشكل خفيف على جفنك عند حافة ظلال العيون، ثم قومي بعمل دوائر ضيقة مع عدم ملامسة الفرشاة للبشرة.,ضعي شعيرات فرشاة المزج بشكل خفيف على جفنك عند حافة ظلال العيون، ثم قومي بعمل دوائر ضيقة بالفرشاة على الجلد.,1,"ب

الشرح:
الخيار",1,1
1480,للمساعدة في منع التشابك في فراء الكلاب,وضع بضع قطرات من حليب جوز الهند في ماء الحمام عند الاستحمام بها.,وضع بضع قطرات من زيت جوز الهند في ماء الحمام عند الاستحمام بها.,1,"ب

الشرح:
يُ",1,1
454,منع السجاد من التحرك.,تطبيق شرائط الفيلكرو تحت السجادة.,تطبيق شرائط الفيلكرو على السجادة.,0,"أ)

الشرح:",0,1
1098,لتسهيل عملية اقتحام منزل جروك،,قم بتغطية الأرضية بسراويل تدريب الجراء، لتنظيف أي فوضى عرضية بسهولة.,قم بتغطية أرضياتك باستخدام وسادات تدريب الجراء، لتنظيف أي فوضى عرضية بسهولة.,1,"ب

الشرح:
الخيار",1,1
261,كيف تكتسب عضلات الذراع؟,تمرين صدرك.,تمرين ذراعيك.,1,ب) تمرين ذراعيك,1,1
1405,كيف يمكنك منع الاستيقاظ المبكر عندما تشرب الكحول في وقت متأخر؟,تناول رغيف خبز مع زبدة الفول السوداني، سوف يوازن نسبة السكر في الدم ولن تستيقظ جائعًا في وقت مبكر.,تناول قطعة من الخبز مع زبدة الفول السوداني، فستعمل على توازن نسبة السكر في الدم ولن تستيقظ جائعًا مبكرًا.,1,"ب

الشرح:
الخ",1,1
1410,الحمام,إخماد أوقد,إخماد طباخ الأرز,0,"ب

الشرح:
الخ",1,0
434,كيفية إزالة الحليب من تنجيد مقعد السيارة,إزالة بقع الحليب من المفروشات. الخطوة 1: امسح أي حليب زائد من المفروشات، مع الحرص على عدم نشر البقعة أو طحنها في المفروشات. الخطوة 2: اخلطي محلول مكون من كوبين من الماء البارد وملعقة كبيرة من سائل غسيل الأطباق. الخطوة 3: باستخدام هذا المحلول، قم بإسفنجة البقعة بقطعة قماش بيضاء نظيفة.,إزالة بقع الحليب من المفروشات. الخطوة 1: امسح أي حليب زائد من المفروشات، مع الحرص على عدم نشر البقعة أو طحنها في المفروشات. الخطوة 2: اخلطي محلول مكون من كوبين من الماء البارد وملعقة كبيرة من المبيض. الخطوة 3: باستخدام هذا المحلول، قومي بإسفنجة البقعة بقطعة قماش بيضاء نظيفة.,0,"أ

الشرح:
الخيار",0,1
280,تنظيف قاعدة الأكواب المتسخة.,امسح بمناديل مبللة للأطفال.,امسح بالمناديل الورقية.,0,"أ

الشرح:
من",0,1
347,كيف يمكنني تنظيم النفايات في سيارتي؟,ضع كيسًا بلاستيكيًا من الحبوب مع كيس البقالة واستخدمه كسلة قمامة داخل السيارة لإبقاء الحاوية في وضع مستقيم، ثم ضع شريطًا من الخطاف والحلقة ذاتية اللصق على الجزء السفلي من الحاوية، بحيث تلتصق سجادة سيارتك.,ضع حاوية الحبوب البلاستيكية مع كيس البقالة واستخدمها كسلة قمامة داخل السيارة لإبقاء الحاوية في وضع مستقيم، ثم ضع شريطًا من شريط التثبيت ذاتي اللصق في الجزء السفلي من الحاوية، حتى تلتصق بهاتفك. سجادة السيارة.,1,"أ)

الشرح:",0,0
960,كيف يمكنك التراجع عن المشبك على سوار؟,أمسك أحد طرفي المشبك الدائري واسحبه للأعلى برفق. يجب أن يكون غير مرتبط، مع ترك الطرف الآخر غير متصل بالعمود. قم بفك المشبك الرئيسي ثم قم بخلع السوار.,أمسك أحد طرفي المشبك الدائري واسحبه للأعلى برفق. يجب أن يكون غير متصل، مع ترك الطرف الآخر متصلًا بالعمود. قم بفك المشبك الرئيسي ثم قم بخلع السوار.,1,"أ)

الشرح:",0,0
1325,كيف تفعل شيئا بسرعة؟,اذهب بسرعة.,سير ببطء.,0,أ) اذهب بسرعة.,0,1
197,يرغب المرء في توفير مكان لنباتاته.,ينبغي للمرء أن يبحث عن مظلة.,ينبغي للمرء أن يبحث عن الفخار.,1,"ب

الشرح:
الخيار",1,1
515,كيف تقطعين دائرة كشكش؟,ارسم نمط الدائرة. الخطوة 2: قطع على طول نصف القطر. الخطوة 3: قص القماش الخاص بك الخطوة 4: انضم إلى الدوائر والحاشية. الخطوة 5: قم بخياطة حافة الدائرة الداخلية. الخطوة 7: تحقق مرة أخرى من قياساتك. الخطوة 8: خياطة الكشكشة على الملابس.,ارسم نمط الدائرة. الخطوة 2: قطع على طول نصف القطر. الخطوة 3: قص القماش الخاص بك الخطوة 4: انضم إلى الدوائر والحاشية. الخطوة 5: قم بخياطة حافة الدائرة الخارجية. الخطوة 7: تحقق مرة أخرى من قياساتك. الخطوة 8: خياطة الكشكشة على الملابس.,0,"ب

الشرح:
الخ",1,0
41,التخلص من الروائح الكريهة في غرفة الغسيل.,رش الغسيل المتسخ باستخدام معطر الجو، وافتح النافذة لتطهير الغرفة من الرائحة.,الجمع بين صودا الخبز والزيت العطري. ضعه في وعاء مفتوح في غرفة الغسيل.,1,"ب

الشرح:
الخيار",1,1
1366,حقيبة زيبلوك,يمكن استخدامها لحمل مكعبات الليغو إذا كانت بها فتحة صغيرة,يمكن استخدامه لحمل الماء إذا كان به فتحة صغيرة,0,"ب

الشرح:
الخ",1,0
853,لتقليل كمية تلوث السيارات في الغلاف الجوي،,مرافقي السيارات للعمل مع اثنين من الأشخاص الآخرين حتى لا يقودوا جميعًا مركبات منفصلة.,الترتيب مع زملاء العمل الآخرين للتأكد من أن الجميع يقودون سياراتهم الخاصة.,0,"أ)

الشرح:",0,1
1475,لتحضير قاعدة الهوت دوج لبرجر الهوت دوج,نقطع النقانق إلى قطع طويلة، ونضعها في الفم ونمضغها حتى يتماسك اللحم المفروم,قطع النقانق إلى قطع طويلة، ثم ضعها في الخلاط أو محضر الطعام حتى يتماسك اللحم المفروم,1,"ب

الشرح:
الخ",1,1
1799,لتهدئة طفل يشعر بالحنين إلى الوطن أثناء تواجده في المخيم،,أرسل لهم رسائل خاصة.,امنحهم مساحة لتجاوز ذلك.,0,"أ

الشرح:
أرس",0,1
1216,كيفية تحضير كمية من زبدة الجسم.,قومي بإذابة 60 جرامًا من زبدة الشيا، و10 جرامات من زيت اللوز في قدر وامزجيهما بالشوكة، ثم انتهي بسكبهما في وعاء جميل.,قم بإذابة 60 جرامًا من زبدة الشيا، و10 جرامًا من زيت اللوز في قدر وامزجهما بالمضرب الكهربائي، ثم اسكبهما في وعاء جميل.,1,"ب

الشرح:
الخ",1,1
13,مقشرة,يمكن استخدامها كديكور على شاشة التلفزيون,يمكن استخدامها كديكور على الجورب,0,"ب

الشرح:
الخ",1,0
1437,كيف يمكنك تنظيف الاسفنجة؟,ضعي اسفنجة مبللة (التركيز على الرطبة) في الميكروويف وقم بتسخينها على درجة عالية لمدة دقيقتين.,ضعي اسفنجة جافة (مع التركيز على الرطبة) في الميكروويف وقم بتسخينها على درجة عالية لمدة دقيقتين.,0,"أ)

الشرح:",0,1
12,العثور على التوابل بسهولة في المطبخ.,قم بترتيب البهارات من الحارة إلى الخفيفة في المطبخ لتتمكن من العثور عليها حسب ذوقك.,قم بترتيب التوابل أبجديًا لتسهيل العثور عليها.,1,"ب

الشرح:
الخيار",1,1
858,يمكنك الحصول على ماء ساخن بدرجة كافية لتنظيف المجوهرات,ضع الماء في الميكروويف لمدة ساعة إلى ساعتين,ضع الماء في الميكروويف لمدة دقيقة إلى دقيقتين,1,"ب

الشرح:
الخيار",1,1
462,أفضل مسمار يمكن استخدامه عند كل معبر لوظيفة التسقيف,يعد استخدام مسمار 160 مل عند كل معبر هو الأفضل.,يُنصح باستخدام أي مسمار متاح للقيام بمهمة التسقيف.,0,"أ

الشرح:
يُ",0,1
791,لتنظيف وعاء المرحاض،,اضغط على منظف المرحاض أسفل حافة الوعاء بالكامل واستخدم فرشاة المرحاض لتنظيف الوعاء بالكامل.,اضغط على منظف المرحاض أسفل حافة الوعاء بالكامل واستخدم قطعة قماش مبللة لفرك الوعاء بالكامل.,0,"أ

الشرح:
الخيار",0,1
623,تصلب السقوف,يمكنها إبعاد الطائرات بدون طيار السريعة والسريعة من الأراضي البعيدة,يمكن أن تمنع المياه المتدفقة من الأراضي البعيدة,0,"ب)

الشرح:",1,0
1433,طريقة عمل وايلد بلاك بيري إسكافي في المنزل.,اغسل 4 أكواب من التوت البري الطازج أو المجمد، واخلط التوت مع 3 ملاعق كبيرة من عصير الليمون. استخدمي رول القرفة من بيلسبري (نوع أنبوبي) من القسم المبرد في السوق، مع شوبك، لفي سمكها إلى أقل من 1/2 بوصة. قم بتغطية قاعدة صينية / طبق خبز معدني عميق بالعجين. احتياطي تقريبا. ثلث العجين للتغطية. (ستضعه في الأعلى بعد الانتهاء من تحضير الحشوة). ضعي التوت الأسود في الطبق فوق عجينة اللف. يرش 1 كوب قهوة مطحونة، 2 ملعقة كبيرة. سكر بني 1 ملعقة كبيرة قرفة، 1/2 كوب زبدة (قطع صغيرة) في الأعلى. يرش نصف ملعقة كبيرة من الملح فوقها. ضع القشرة فوق كل شيء. تُخبز في الفرن على حرارة 375 لمدة 40 دقيقة. أخرجه من الفرن عندما تصبح القشرة بنية اللون والفطيرة شمبانيا. يتمتع.,اغسل 4 أكواب من التوت البري الطازج أو المجمد، واخلط التوت مع 3 ملاعق كبيرة من عصير الليمون. استخدمي رول القرفة من بيلسبري (نوع أنبوبي) من القسم المبرد في السوق، مع شوبك، لفي سمكها إلى أقل من 1/2 بوصة. قم بتغطية قاعدة صينية / طبق خبز معدني عميق بالعجين. احتياطي تقريبا. ثلث العجين للتغطية. (ستضعه في الأعلى بعد الانتهاء من تحضير الحشوة). ضعي التوت الأسود في الطبق فوق عجينة اللف. يرش 1 كوب سكر محبب، 2 ملعقة كبيرة. سكر بني 1 ملعقة كبيرة قرفة، 1/2 كوب زبدة (قطع صغيرة) في الأعلى. يرش نصف ملعقة كبيرة من الملح فوقها. ضع القشرة فوق كل شيء. تُخبز في الفرن على حرارة 375 لمدة 40 دقيقة. أخرجه من الفرن عندما تصبح القشرة بنية اللون والفطيرة شمبانيا. يتمتع.,1,"أ)

الخيار أ هو",0,0
354,طريقة عمل سلطة التونة .,بمجرد فتح علبة التونة، قم بتصفية المحلول الملحي منها. بعد ذلك، أضف التونة إلى وعاء. أضيفي باقي المكونات: المايونيز والكرفس والبصل والمخلل والثوم وعصير الليمون. تخلط جيدا وتتبل حسب الذوق بالملح والفلفل.,بمجرد فتح علبة التونة، أضف المحلول الملحي إلى الوعاء. بعد ذلك، أضف التونة إلى وعاء. أضيفي باقي المكونات: المايونيز والكرفس والبصل والمخلل والثوم وعصير الليمون. تخلط جيدا وتتبل حسب الذوق بالملح والفلفل.,0,"أ

الشرح:
الخ",0,1
624,لإصلاح مصد السيارة المنبعج في المنزل.,استخدم الماء المغلي ومجفف الشعر لتسخين المصد البلاستيكي، مع التأكد من إبقاء الماء ومجفف الشعر بعيدًا لتجنب حدوث صدمة كهربائية، ثم اضغط عليه من الأسفل مرة أخرى إلى شكله باستخدام مضرب البيسبول.,استخدم الماء المغلي ومجفف الشعر لتسخين المصد البلاستيكي، مع التأكد من إبقاء الماء ومجفف الشعر قريبين من بعضهما البعض لإحداث صدمة كهربائية، ثم اضغط عليه من الأسفل ليعود إلى شكله باستخدام مضرب البيسبول.,0,"أ)

الشرح:",0,1
1277,كيف تسطّح خبز التورتيلا دون استخدام جهاز ضغط التورتيلا؟,استخدمي وعاءً، وتأكدي من أن جانبه المسطح لأعلى واضغطي لأسفل بقوة حتى تصبح التورتيلا مسطحة,استخدم طبقًا، وتأكد من أن جانبه المسطح لأسفل واضغط لأسفل بقوة حتى تصبح التورتيلا مسطحة,1,"أ)

الشرح:",0,0
538,كيف يمكنك تجفيف نحلة العسل الرطبة؟,ضع النحلة في منطقة محمية وجافة ومشمسة بالخارج لتسمح لأجنحتها بالجفاف. من الأفضل وضعه على الزهرة إن أمكن.,ضع النحلة في منطقة محمية ورطبة ومظلمة بالخارج لتسمح لأجنحتها بالجفاف. من الأفضل وضعه على الزهرة إن أمكن.,0,أ) ضع النحلة,0,1
346,كيف تحفظ جهة اتصال في هاتفك؟,انتقل إلى علامة تبويب جهات الاتصال، ثم انقر فوق إضافة جهة اتصال جديدة. ثم اكتب رقم واسم الشخص وانقر فوق حفظ.,اطلب الرقم واتصل. قم بإلغاء المكالمة، وسيتم حفظها في سجل المكالمات الخاص بك.,0,"أ)

الشرح:",0,1
1493,لإعادة تشكيل مشبك الصلب.,قم بتسخين الإبزيم ثم قم بتسخينه بالمطرقة لإعادة تشكيله,لإعادة تشكيل الإبزيم الفولاذي، يجب عليك تفكيكه إلى الشكل المطلوب.,0,"أ)

الشرح:",0,1
1729,لإزالة الأفوكادو من القشرة,قطعي الأفوكادو بشكل طولي، وأزيلي النوى واغرفيها بالملعقة,قطعي الأفوكادو بالعرض، وأزيلي النوى واغرفيها بالملعقة,0,"أ

الشرح:
الخيار",0,1
305,كيفية تسطير النص في OneNote,"حدد النص الذي ترغب في وضع خط تحته، ثم انقر بزر الماوس الأيمن عليه. في الجزء العلوي من الشاشة، انقر فوق الزر ""B"" لوضع خط تحته.","حدد النص الذي ترغب في وضع خط تحته وقم بتمييزه. في الجزء العلوي من الشاشة، انقر فوق الزر ""U"" لوضع خط تحته.",1,"أ)

الشرح:",0,0
931,قَشَّة,يمكن إشعال النار لتبقى دافئة,يمكن إضاءتها ليبقى الماء دافئًا,0,"ب

الشرح:
الخ",1,0
1836,غسالة السلطة,يمكن تنظيف سفينة الرحلات البحرية القديمة من الأوساخ,يمكنك تنظيف قميص أبيض متسخ من الأوساخ,0,"أ)

الشرح:",0,1
699,حبل,يمكن وضعها حول الحائط,يمكن وضعها حول عمود,1,"ب

الشرح:
الخ",1,1
