row_idx,question,sol1,sol2,sol3,sol4,gold_label_idx,pred_text,pred_label_idx,correct
126,غالبًا ما يقوم العلماء بتغيير الاستنتاجات عندما تصبح معلومات جديدة متاحة. أي بيان تم تغييره بسبب توفر معلومات جديدة؟,القمر في الفضاء الخارجي.,النباتات تصنع طعامها الخاص.,الشمس تدور حول الأرض.,منتجات الورق تأتي من الأخشاب.,2,ج) الشمس تدور حول الأرض,2,1
823,ما هو الأشبه بطريقة قيام الجليد بتشكيل وادي؟,يقوم جرار البلدوزر بدفع كومة من التراب.,يقوم الحذاء بعمل آثار في التربة.,جذر الشجرة يقوم بتشقيق صخرة إلى نصفين.,يقوم الحفار بعمل ثقب في الخشب.,0,ج) جذر الشجرة يقوم,2,0
78,ما هي الكواكب التي تشتعل بنورها في نظامنا الشمسي؟,فقط الشمس,الشمس والقمر,الشمس والقمر وبعض الكواكب,الشمس والقمر وبعض الكواكب والمذنبات,0,"أ) فقط الشمس.

الش",0,1
817,يلاحظ الطالب الوقت الذي يستغرقه الرخام للدوران على المنحدر أربع مرات. ما هو العرض الأنسب لتوصيل ملاحظات الطالب؟,رسم بياني دائري مع أربعة أقسام مختلفة,رسم بياني خطي مع نقاط بيانات مستمرة,رسم بياني شريطي مع شريط لكل محاولة,جدول بأربع صفوف وأربعة أعمدة,2,ج) رسم بياني شريط,2,1
83,فصل علوم يدرس حالات المادة. مجموعة من الطلاب يجمدون ١٠٠ جرام من الماء في كوب. مجموعة أخرى من الطلاب تذوب ٥٠ جرامًا من الثلج في كوب. أيٌّ من هذه النتائج الآتية سيحدث بعد نهاية التجربة؟,سيكون درجة حرارة كلا الأكواب متساوية.,كلا العينات في الأكواب ستكونان في نفس الحالة.,سيكون لدى كل مجموعة كتلة مماثلة للكتلة التي بدأت بها.,سيكون الوقت المطلوب للتغيير في حالات المادة متساويًا.,2,ج) سيكون لدى كل مجموعة كت,2,1
888,من بين المكوِّنات التالية للضباب الدخاني، ما هو المكوِّن الذي لا يتمتَّع البشر بالرِّقابة عليه بشكلٍ كافٍ؟,بخار الماء,ثاني أكسيد الكبريت,الأمونيا,أكاسيد النيتروجين,0,ب) ثاني أكسيد,1,0
934,ما هو العنصر الذي يُوفر أكبر كمية من الطاقة في النظام الإيكولوجي؟,فطر,ذئب,شجرة صنوبر,مرج عشبي,3,ج) شجرة صنوبر,2,0
168,"في صحراء نيفادا السوداء في 15 أكتوبر 1997، قطع أندي جرين مسافة مقاسة بسرعة متوسطة تبلغ 339 مترًا في الثانية في سيارة مدعومة بالطاقة الجتية تسمى ""Thrust"". أندي كان أول شخص يقوم بذلك",استخدام تأثير دوبلر.,قيادة سيارة تعمل بالوقود الجتي.,عبور صحراء نيفادا السوداء.,تحطيم حاجز الصوت على الأرض.,3,د) تحطيم حاجز,3,1
1072,ما هو العملية التي تتسبب في تحول الصخور النارية إلى الصخور المتحولة؟,الترسب في الماء,تبريد بطيئ وتكوير,التعرية والتآكل,تعرض للحرارة والضغط العالي,3,د) تعرض للحرارة والض,3,1
917,من خلال التوجه شمالًا من خط الاستواء، يتم استبدال المناخات الحارة الرطبة بالمناخات الحارة الجافة. يتم تحديد الحدود بين هذين النوعين من المناخات عن طريق عامل واحد، ما هو؟,الارتفاع فوق مستوى سطح البحر,أنواع الغطاء النباتي المحلي,أنماط الدوران للكتل الهوائية الإقليمية,المسافة إلى أقرب سلسلة جبلية,2,ج) أنماط الدوران,2,1
1149,يقوم الطالب بالبحث عن حدوث الأذن المرفوعة مقابل الأذن المندلعة في عائلته. أي عنوان محتمل سيعكس أفضل محتويات التقرير؟,تطابق أنواع الأذن المرفوعة,نوع الأذن وعلم الأحياء,وراثة أنواع الأذن,نوع الأذن وتكوين البروتين,2,ج) وراثة أنواع الأ,2,1
1046,استخدام التلفزيون قد ساعد على تحسين السلامة عن طريق,استخدام شاشات أكبر بألوان أفضل.,شرح كيفية تجنب الضغوط الناتجة عن الإعلانات التجارية.,توفير بيئة تشجع الناس على ممارسة الرياضة أكثر.,تحذير الناس من المخاطر مثل سوء الأحوال الجوية أو الحوادث.,3,د) تحذير الناس من,3,1
436,السنة الضوئية هي قياس لمدى تقدم الضوء في مسافة سنة واحدة. كم من الوقت استغرق الضوء الذي يأتي من نجم يبعد ١٢٥٬٠٠٠ سنة ضوئية للوصول إلى الأرض؟,١٢٫٥ سنة,١٢٥ سنة,١٢٥٬٠٠٠ سنة,١٢٥٬٠٠٠٬٠٠٠ سنة,2,ج) ١٢٥٬٠,2,1
183,يرغب الطلاب في مقارنة حجم مجتمعات الكائنات الدقيقة في عينات مائية بحجم 500 مل من كل من بركتين. ما هو العامل الأكثر احتمالًا للتأثير على دقة ملاحظاتهم؟,متوسط ​​درجة حرارة العينات المائية,علامة شرائح المجهر المستخدمة,قوة التكبير في المجهر,تحديد كل من الكائنات الدقيقة بشكل صحيح,2,د) تحديد كل من الكائ,3,0
940,تختلف الخلايا نتيجة لتعبير الجينات. يمكن تنظيم الجينات بعدة طرق. على سبيل المثال، جزيئات RNA الصغيرة المتداخلة (siRNA)، تمنع تعبير الجينات عن طريق الاتصال بمنتج التشكيل. كيف تحجب جزيئات siRNA التعبير عن الجينات؟,ترتبط بالريبوسومات.,ترتبط بالـ tRNA.,ترتبط بالبوليميراز RNA.,ترتبط بالراسم الرئيسي للرسول RNA.,3,د) ترتبط بالراسم,3,1
743,ما هو سبب دفن سلاحف لوجرهيد للبيض في حفر على الشاطئ؟,لبقاء البيض مغطى بالماء,لتزويد البيض بالعناصر الغذائية,لإخفاء البيض من الحيوانات المفترسة,لحماية البيض من الرمال,2,ج) لإخفاء البيض,2,1
761,ما الذي يُفسّر بشكلٍ أفضل أهمية إجراء تجارب مُكررة للتجربة؟,تأكيد النتائج,تحقيق نتائج مختلفة,دحض نتائج العلماء الآخرين,الحصول على نفس النتائج بطريقةٍ مختلفة,0,أ) تأكيد النت,0,1
66,سطح المحيط أكثر تنوعًا مما هو عميق. ما هي العملياتان في دورة الماء تسببان أكبر تنوع في تركيز الملح على سطح المحيط؟,التبخر والتساقط,التساقط والتبخر,التبخر والتكثيف,التكثيف والنتح,1,أ) التبخر والتس,0,0
296,يلاحظ الطالب الماشي في الغابة زيادة نمو الطحلب بمجرد زيادة كثافة الأشجار. لقد قدم الطالب,فرضية.,استنتاجًا.,افتراضًا.,ملاحظة.,3,د) ملاحظة.,3,1
299,جريتا مررت مشطًا على شعرها عدة مرات. ثم وضعت المشط بجوار تيار مائي يتدفق من صنبور. لاحظت جريتا أن التيار المائي ينحني نحو المشط. كيف أدى مرور المشط على شعر جريتا إلى انحناء تيار الماء؟,من خلال جعل المشط أكثر امتصاصًا,من خلال إعطاء المشط شحنًا كهربائيًا,من خلال زيادة الطاقة الحرارية للمشط,من خلال كسر بعض الروابط الكيميائية في المشط,1,ب) من خلال إعطاء,1,1
220,أي من الحيوانات التالية هو حيوان بدون فقرات؟,سنجاب,نورس بحري,كريكيت,يوضة,2,"ج) كريكيت

الش",2,1
467,يدّعي مايكل أنه يمكنه استخدام الفرقعات على دودة الصوف للتنبؤ بشأن فصل الشتاء، ويقول إن الفرقعات السوداء الطويلة تعني شتاءً قاسيًا، وتشير الفرقعات السوداء القصيرة إلى شتاءٍ معتدل. الأسبوع الماضي وجد ثلاثة ديدان صوفية لديها فرقعات سوداء طويلة، ما الذي توضحه ملاحظاته؟,دليل على صحة ادعائه,دليل على عدم صحة ادعائه,إثبات بأن الشتاء سيكون قاسيًا,لا دليل ولا قرار نهائي بشأن صحة ادعائه,3,أ) دليل على صحة اد,0,0
837,تم إدخال فراشة الكتانة عن قصد إلى أستراليا في عام 1926 كجزء من مكافحة الكتانة الشوكية الغازية الغازية. بحلول أوائل التسعينيات ، كانت الفراشة قد هاجرت أيضًا إلى مفاتيح فلوريدا من أمريكا الجنوبية وسرعان ما أزالت معظم كتان الأعلام في المنطقة. منذ ذلك الحين ، تكيفت الفراشة لتتناول نباتات أخرى في المفاتيح واستمرت في الزيادة في العدد. أي من الإجراءات التالية من شأنه أن يقلل الأرجح من تعداد فراشة الكتانة؟,إطلاق الفراشات العقمة لتقييد التكاثر.,استخدام رش واسع النطاق من المبيدات الحشرية.,إدخال مفترس على الكتان.,وقف استيراد جميع أنواع النباتات.,0,ج) إدخال مفتر,2,0
335,تعيش الكائنات الدقيقة المسماة الهامش في المحيطات. يمكن لبعض الهامش استخدام الطاقة الشمسية وتحويلها إلى طعام. كيف يكون الهامش الأكثر فائدة للحيوانات التي تعيش في البحر؟,الهامش ملونة.,الهامش تنظيف المياه.,الهامش تحرر الأكسجين.,الهامش تتكاثر بسرعة.,2,ج) الهامش تحرر الأ,2,1
412,من بين التالي، ما هو مثال على الكائنات الحية السكون؟,طيور تطير جنوبا في فصل الشتاء,نباتات تزهر في الصيف,أشجار تفقد أوراقها في الخريف,دود أرضية تعيش تحت الأرض طوال العام,2,ج) أشجار تفقد أو,2,1
543,لماذا يصعب إنشاء نظام إيكولوجي للتراريوم يدوم لفترة طويلة بدون مساعدة بشرية؟,نظم إيكولوجية للتراريوم لا يمكنها الحصول على ما يكفي من الضوء الشمسي.,نظم إيكولوجية للتراريوم لا يمكنها الحصول على ما يكفي من الأوكسجين.,النظم الإيكولوجية الضعيفة وغير المستقرة هي التي تحتوي على عدد قليل من الأنواع.,جميع النظم الإيكولوجية تحتاج إلى إدارة بشرية واعية.,2,د) جميع النظم الإيك,3,0
791,أي من هذه المجالات البحثية في القرن العشرين تم تطويرها بشكل أفضل باستخدام المجهر؟,رحلات الفضاء,تعديل الجينات,الطاقة البديلة,تنبؤات الأعاصير,1,ب) تعديل الجينات,1,1
693,ما البيان الذي يصف بدقة التفاعل بين النباتات والحيوانات؟,تزود النباتات الإنسان بغاز ثاني أكسيد الكربون للتنفس.,يطلق الحيوانات غاز ثاني أكسيد الكربون اللازم للتمثيل الضوئي.,تزود النباتات الإنسان بالنيتروجين الجوي.,تطلق الحيوانات أكسجيناً اللازم لبقاء النباتات.,1,د) تطلق الحيوانات أك,3,0
143,ما هو السمة المشتركة بين الكائنات الحية الأحادية الخلية والمتعددة الخلايا؟,التكاثر الجنسي,الخلايا المتخصصة,أجهزة الأعضاء,إنتاج النفايات,3,د) إنتاج النفايات,3,1
764,إذا تغيرت أنماط الطقس وظلت أكثر برودة، ما هو أحد الطرق التي من المرجح أن يتكيف بها الثدييات مع هذا التغيير؟,الأكل الأقل,السبات الشتوي,تنمو طبقة أكثر سماكة من الفراء,زيادة درجة حرارة جسمه,2,ج) تنمو طبقة أكثر,2,1
334,أيون الألومنيوم لديه شحنة موجبة بمقدار +3 ، وأيون الأكسيد لديه شحنة سالبة بمقدار -2. ما هو المنتج المحتمل لتفاعل بين هذين العنصرين؟,Al_{2}O,Al_{2}O_{3},2AlO_{3},Al_{3}O_{2},1,ب) Al_{2}O,1,1
967,يرصد كيرا أن النباتات في حديقة المدرسة خضراء وتنمو في يوليو، لكنها بنية في ديسمبر . لماذا ينمو النباتات أكثر في الصيف من الشتاء؟,الأرض أقرب إلى الشمس في الصيف.,تدور الأرض بسرعة أكبر في الصيف.,يكون النواة الأرضية أقرب إلى السطح في الصيف.,يميل النصف الشمالي من الأرض نحو الشمس في الصيف.,3,د) يميل النصف الشم,3,1
550,تستخدم بعض البكتيريا الحديد الموجود في أجسامها كوسيلة لتوجيه حركتها. ما هو الاستثارة الأكثر احتمالًا التي تثير هذا الآلية الحركية؟,المغناطيسية,الأوكسجين,الضوء,الحرارة,0,أ) المغناطيسية,0,1
1107,ما هو الذي يحافظ على الأرض في مدارها حول الشمس؟,الإحتكاك في حركة القمر,موقع مدار الأرض,سرعة دوران الأرض,جاذبية الشمس,3,د) جاذبية الشمس,3,1
575,ما هي الظاهرة الجوية التي من المحتمل جدا أن تتسبب في حدوث حريق في الغابة؟,فيضان مفاجئ,صاعقة برق,إعصار,عاصفة برد,1,ب) صاعقة برق,1,1
525,في عام 1879، اكتشفت ماري كورنو أن الضوء القادم من الشمس قد ينخفض في مستوى الإشعاع فوق البنفسجي. وفي العامين التاليين، والتر هارتلي وجد أن الأوزون يمتص بعض أطوال موجات الضوء فوق البنفسجية. ما الشيء الذي دفع تشارلز فابري وهنري بواسون إلى إجراء بحث أدى إلى اكتشاف طبقة الأوزون في الغلاف الجوي للأرض؟,التحقق من أسباب الظواهر المرصودة,العثور على خيارات لاستبدال طول موجات الضوء المفقودة,القلق الصحي حول تأثيرات الإشعاع فوق البنفسجي,التنبؤ بالتغيرات المستقبلية في إنتاج الضوء فوق البنفسجي,0,أ) التحقق من أسباب,0,1
309,تزرع مونيكا نباتات خضروات في حديقتها. تحتوي النباتات على ثقوب في أوراقها وتبدو غير صحية. ما هي المهمة التي يجب على مونيكا القيام بها أولا لحل هذه المشكلة؟,إضافة سماد إلى التربة.,سقي الحديقة بشكل أكثر تواتراً.,زراعة خضروات مختلفة في الحديقة.,مراقبة النباتات لتحديد مصدر الأضرار.,3,د) مراقبة النباتات لت,3,1
222,كثير من الحيوانات تعتمد على النباتات لـ...,المأوى,التلقيح,انتشار البذور,أشعة الشمس,0,ج) انتشار البذور,2,0
297,ما هي العبارة التي تصف كيف ساعد الإنترنت في تحسين حياة أشخاص عديدين؟,ساعد الإنترنت على القضاء على الحاجة إلى المكتبة.,يستطيع الأشخاص الوصول إلى المعلومات من مواقع عديدة.,أصبح بإمكان الناس القيام بعملهم من المنزل الآن.,الإنترنت يساعد الطلاب على التركيز أكثر في الواجب المنزلي.,1,ب) يستطيع الأشخاص الوصول إلى,1,1
311,عندما يتم تسخين ثاني أكسيد الكربون المتجمد (CO_{2})، يتحول مباشرة إلى غاز. أي بيان يشير بشكل أفضل إلى حدوث تغيير في الخصائص الفيزيائية؟,تسبب الحرارة في زيادة في إنتاج الغاز.,تسبب الحرارة في تكوين مادة جديدة.,تسبب الحرارة في انخفاض الطاقة.,تسبب الحرارة في تغيير الحالة.,3,د) تسبب الحرارة في,3,1
4,ما هي العبارة التي تصف الذرات بشكلٍ أفضل؟,عنصران متحدان على الأقل,أصغر وحدات للعنصر,جزيئات داخل النواة,أشكال مختلفة للعنصر,1,ب) أصغر وحدات لل,1,1
113,ما هي الخاصية التي تسمح لجسم بالانحناء؟,اللون,المرونة,الكتلة,الحجم,1,"ب) المرونة

الشرح",1,1
720,تقدم الصور من المركبة فوياجر ومركبة غاليليو دليلا على أن القمر الخامس لكوكب المشتري، أوربا، يحتوي على محيط سائل تحت سطح من الجليد، مما ينتج جزئيا من أنماط مميزة لتشققات السطح؛ فأي أحداث تنتج هذه الأنماط؟,ثورانات بركانية,حركات تكتونية,تأثيرات نيزكية,انفجارات شمسية,2,ب) حركات تكتونية,1,0
